# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 12 13:34:16 2025
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
7826659,K02686.01,Kepler-1868 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,211.03281900,279.128910,0.808,7.1190,1953.4,3.43,215.0,0.50,69.30,1,q1_q17_dr25_tce,4658.00,4.632,0.6860,293.298370,43.555870,13.855
4552729,K02691.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,97.44631940,204.830090,0.063,6.7650,2141.1,3.05,283.0,1.52,62.80,1,q1_q17_dr25_tce,4735.00,4.627,0.6860,289.109920,39.685390,14.981
11853130,K03263.01,,CANDIDATE,CANDIDATE,0.9680,0,0,0,0,76.87935893,146.882451,0.864,2.3819,21272.0,7.71,202.0,0.40,131.00,1,q1_q17_dr25_tce,3638.00,4.828,0.4360,285.095860,50.100960,15.949
8142787,K04005.01,Kepler-439 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,178.13907200,210.118020,0.042,9.6540,678.8,2.25,291.0,1.70,20.30,1,q1_q17_dr25_tce,5431.00,4.496,0.8790,280.801570,44.033989,14.560
11415243,K04036.01,Kepler-1544 b,CONFIRMED,CANDIDATE,0.9650,0,0,0,0,168.81133000,211.439820,0.083,6.5820,614.4,1.69,241.0,0.80,15.30,1,q1_q17_dr25_tce,4798.00,4.620,0.7070,297.285000,49.212460,14.061
6428794,K04054.01,Kepler-1701 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,169.13505600,201.805500,0.754,8.9310,640.7,2.21,273.0,1.31,24.50,1,q1_q17_dr25_tce,5171.00,4.545,0.8010,286.608890,41.889339,14.566
7941200,K00092.01,Kepler-1709 b,CONFIRMED,CANDIDATE,0.9720,0,0,0,0,65.70452750,137.442750,0.663,3.3104,636.1,2.78,472.0,11.72,70.40,1,q1_q17_dr25_tce,5918.00,4.403,1.0430,283.374820,43.788219,11.667
10984090,K00112.01,Kepler-466 b,CONFIRMED,CANDIDATE,0.9900,0,0,0,0,51.07926451,185.180870,0.017,6.3729,736.8,2.75,503.0,15.17,126.80,1,q1_q17_dr25_tce,5833.00,4.407,1.0220,295.648710,48.495560,12.772
10723750,K00209.01,Kepler-117 c,CONFIRMED,CANDIDATE,0.9930,0,0,0,0,50.79034648,135.632759,0.058,10.8474,5671.1,10.60,612.0,33.12,508.80,1,q1_q17_dr25_tce,6163.00,4.185,1.4060,288.793030,48.040230,14.274
11133306,K00276.01,Kepler-509 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,41.74598855,210.399151,0.049,4.6125,421.8,2.40,584.0,27.58,110.50,1,q1_q17_dr25_tce,5978.00,4.316,1.1710,289.664400,48.706211,11.854
6291837,K00308.01,Kepler-1715 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,35.59696840,187.527650,0.895,6.6910,684.5,3.72,646.0,41.06,52.50,1,q1_q17_dr25_tce,6212.00,4.309,1.2090,293.929720,41.602871,12.351
8686097,K00374.01,Kepler-540 b,CONFIRMED,CANDIDATE,0.9920,0,0,0,0,172.70460830,236.925740,0.004,11.3470,659.1,2.85,355.0,3.77,92.90,1,q1_q17_dr25_tce,5851.00,4.302,1.1160,290.625240,44.873959,12.209
9946525,K00398.01,Kepler-148 d,CONFIRMED,CANDIDATE,0.9630,0,0,0,0,51.84688984,170.080760,0.681,4.7769,9636.3,8.73,413.0,6.90,257.20,1,q1_q17_dr25_tce,5227.00,4.535,0.8380,289.786220,46.858791,15.342
7504328,K00458.01,,CANDIDATE,CANDIDATE,0.9330,0,0,0,0,53.71798494,208.080420,0.930,4.1040,3153.5,155.12,1550.0,1363.11,103.00,1,q1_q17_dr25_tce,4959.00,2.332,21.4490,282.882690,43.191952,14.708
6191521,K00847.01,Kepler-700 b,CONFIRMED,CANDIDATE,0.9420,0,0,0,0,80.87234690,203.895000,0.527,11.1950,3604.6,7.59,452.0,9.88,160.90,1,q1_q17_dr25_tce,5510.00,4.222,1.2380,287.154300,41.565788,15.201
11669125,K01535.01,Kepler-888 b,CONFIRMED,CANDIDATE,0.9560,0,0,0,0,70.69817240,188.567950,0.026,6.6320,357.7,1.63,417.0,7.11,37.70,1,q1_q17_dr25_tce,5811.00,4.536,0.8660,295.521210,49.738628,13.046
8242434,K01726.01,Kepler-942 b,CONFIRMED,CANDIDATE,0.7480,0,0,0,0,44.96407458,144.560020,0.110,4.9810,811.6,2.00,379.0,4.89,88.00,1,q1_q17_dr25_tce,4827.00,4.615,0.7290,294.955110,44.149818,13.054
7761918,K01808.01,Kepler-1769 b,CONFIRMED,CANDIDATE,0.9720,0,0,0,0,89.19357370,217.821840,0.015,4.0104,868.3,3.81,483.0,12.83,43.50,1,q1_q17_dr25_tce,6071.00,4.239,1.2950,294.743320,43.461208,12.487
9758089,K01871.01,Kepler-1996 c,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,92.72972480,177.438080,0.857,6.8300,1257.5,2.81,276.0,1.38,43.30,1,q1_q17_dr25_tce,4580.00,4.641,0.6750,285.253660,46.582191,14.897
6342333,K02065.01,Kepler-1789 b,CONFIRMED,CANDIDATE,0.9680,0,0,0,0,80.23214670,162.393010,0.911,4.6560,888.7,3.24,380.0,4.91,24.90,1,q1_q17_dr25_tce,5436.00,4.505,0.8880,282.863190,41.796680,14.320
8210018,K02762.01,Kepler-1341 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,132.99555030,258.396100,0.703,7.4360,1275.4,2.51,241.0,0.80,29.30,1,q1_q17_dr25_tce,4523.00,4.636,0.6590,280.511750,44.159351,15.028
6443093,K05284.01,,CANDIDATE,CANDIDATE,0.9570,0,0,0,0,389.31634100,351.360490,1.202,5.4900,2599.8,27.61,245.0,0.86,34.70,1,q1_q17_dr25_tce,5731.00,4.440,0.9580,291.890350,41.816818,14.570
11904151,K00072.02,Kepler-10 c,CONFIRMED,CANDIDATE,0.9820,0,0,0,0,45.29422297,138.678725,0.025,6.8300,477.1,2.26,524.0,17.75,134.80,1,q1_q17_dr25_tce,5676.00,4.347,1.0440,285.679380,50.241299,10.961
8478994,K00245.01,Kepler-37 d,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,39.79220077,175.250558,0.019,4.4660,610.4,1.90,458.0,10.38,179.50,1,q1_q17_dr25_tce,5437.00,4.571,0.7810,284.059540,44.518215,9.705
3656121,K00386.02,Kepler-146 c,CONFIRMED,CANDIDATE,0.9730,0,0,0,0,76.73245560,200.672200,0.462,6.2430,685.7,3.08,473.0,11.86,34.30,2,q1_q17_dr25_tce,5951.00,4.319,1.1550,294.110750,38.710232,13.838
8017703,K00518.02,Kepler-174 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,44.00039750,210.762220,0.032,5.1115,599.6,1.56,377.0,4.79,43.30,3,q1_q17_dr25_tce,4859.00,4.615,0.6510,287.439180,43.832088,14.287
9965439,K00722.01,Kepler-655 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,46.40626000,192.996330,0.018,7.0281,469.1,2.66,588.0,28.23,51.20,1,q1_q17_dr25_tce,6086.00,4.276,1.2270,297.259090,46.843189,13.489
10005758,K01783.01,Kepler-1662 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,134.47851890,169.281410,0.924,5.9288,4033.5,10.52,412.0,6.81,149.90,1,q1_q17_dr25_tce,5791.00,4.185,1.3360,289.341430,46.988239,13.929
5716932,K02358.01,Kepler-1830 b,CONFIRMED,CANDIDATE,0.9730,0,0,0,0,56.49316980,143.992620,0.707,8.7040,411.9,4.43,681.0,50.79,31.80,1,q1_q17_dr25_tce,6160.00,3.976,2.0460,295.139100,40.979061,13.524
12735740,K03663.01,Kepler-86 b,CONFIRMED,CANDIDATE,0.9630,0,0,0,0,282.52535580,363.071925,0.248,10.7965,9746.4,8.98,264.0,1.15,696.00,1,q1_q17_dr25_tce,5725.00,4.506,0.9130,289.763610,51.962601,12.620
2581316,K03681.01,Kepler-1514 b,CONFIRMED,CANDIDATE,0.8600,0,0,0,0,217.83184293,238.820035,0.004,21.3060,9148.7,11.17,343.0,3.29,1244.40,1,q1_q17_dr25_tce,6259.00,4.385,1.1670,292.627470,37.860142,11.690
