# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 22 07:20:06 2025
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
11442793,K00351.02,Kepler-90 g,CONFIRMED,CANDIDATE,0.8800,0,0,0,0,210.601384300,147.0568670,0.0020,11.99220,4159.3,7.70,342.0,3.22,232.40,2,q1_q17_dr25_tce,5970.00,4.317,1.2000,284.433500,49.305161,13.804
11442793,K00351.03,Kepler-90 d,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,59.737144300,158.9597400,0.0050,8.00060,566.4,2.84,520.0,17.26,43.50,3,q1_q17_dr25_tce,5970.00,4.317,1.2000,284.433500,49.305161,13.804
11442793,K00351.05,Kepler-90 c,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,8.719801350,139.5213400,0.3430,3.74540,160.4,1.53,987.0,224.47,22.70,7,q1_q17_dr25_tce,5970.00,4.317,1.2000,284.433500,49.305161,13.804
11442793,K00351.06,Kepler-90 b,CONFIRMED,CANDIDATE,0.9160,0,0,0,0,7.008217870,137.6716400,0.1560,3.81200,116.4,1.29,1062.0,300.58,19.20,6,q1_q17_dr25_tce,5970.00,4.317,1.2000,284.433500,49.305161,13.804
11442793,K00351.04,Kepler-90 e,CONFIRMED,CANDIDATE,0.9710,0,0,0,0,91.940125300,134.3000000,0.0250,9.19500,482.9,2.62,450.0,9.71,34.40,4,q1_q17_dr25_tce,5970.00,4.317,1.2000,284.433500,49.305161,13.804
11442793,K00351.07,Kepler-90 f,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,124.922516000,129.7295000,0.9430,11.94200,498.7,3.37,407.0,6.45,24.40,5,q1_q17_dr25_tce,5970.00,4.317,1.2000,284.433500,49.305161,13.804
11465813,K00771.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,670.645531000,209.0435500,0.7010,53.41200,18090.6,14.14,196.0,0.35,642.70,1,q1_q17_dr25_tce,5520.00,4.466,0.9830,296.698610,49.316479,15.207
11805075,K00436.01,,CANDIDATE,CANDIDATE,0.8040,0,0,0,0,199.839205270,225.3589600,0.8110,4.37800,44490.0,21.48,276.0,1.36,590.60,1,q1_q17_dr25_tce,5457.00,4.548,0.8690,286.656890,50.021568,14.740
11853130,K03263.01,,CANDIDATE,CANDIDATE,0.9680,0,0,0,0,76.879358930,146.8824510,0.8640,2.38190,21272.0,7.71,202.0,0.40,131.00,1,q1_q17_dr25_tce,3638.00,4.828,0.4360,285.095860,50.100960,15.949
12356617,K00375.01,Kepler-1704 b,CONFIRMED,CANDIDATE,,0,0,0,0,988.881117700,239.2241890,0.1667,5.95040,5060.0,10.81,223.0,0.58,136.40,,,5755.00,4.101,1.5490,291.201200,51.144279,13.293
12416987,K02933.01,,CANDIDATE,CANDIDATE,0.0000,0,0,0,0,119.083304200,163.5621200,1.2570,2.55800,2951.0,22.19,240.0,0.78,18.90,1,q1_q17_dr25_tce,4412.00,4.662,0.6230,295.677980,51.257839,15.823
12647757,K08241.01,,CANDIDATE,CANDIDATE,0.2510,0,0,0,0,490.639410000,561.5837000,0.0150,16.50000,268.8,7.67,412.0,6.84,9.60,1,q1_q17_dr25_tce,5037.00,3.252,4.8170,290.862760,51.701908,13.227
12735740,K03663.01,Kepler-86 b,CONFIRMED,CANDIDATE,0.9630,0,0,0,0,282.525355800,363.0719250,0.2480,10.79650,9746.4,8.98,264.0,1.15,696.00,1,q1_q17_dr25_tce,5725.00,4.506,0.9130,289.763610,51.962601,12.620
3239945,K00490.01,Kepler-167 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.393157678,172.8675280,0.1020,2.44550,447.2,1.41,807.0,99.90,63.00,2,q1_q17_dr25_tce,4799.00,4.631,0.6920,292.658420,38.345390,14.023
3239945,K00490.02,Kepler-167 e,CONFIRMED,CANDIDATE,0.0000,0,0,0,0,1071.232624000,420.2865570,0.2160,16.17840,19045.6,9.27,129.0,0.07,544.20,1,q1_q17_dr25_tce,4799.00,4.631,0.6920,292.658420,38.345390,14.023
3239945,K00490.03,Kepler-167 c,CONFIRMED,CANDIDATE,0.9870,0,0,0,0,7.406116760,134.0748100,0.0770,2.88260,417.9,1.37,678.0,49.89,49.60,3,q1_q17_dr25_tce,4799.00,4.631,0.6920,292.658420,38.345390,14.023
3239945,K00490.04,Kepler-167 d,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,21.803708000,139.0719900,0.5680,3.36900,246.4,1.11,473.0,11.82,18.50,4,q1_q17_dr25_tce,4799.00,4.631,0.6920,292.658420,38.345390,14.023
3345675,K01772.01,,CANDIDATE,CANDIDATE,0.0000,0,0,0,0,120.003364040,250.1378320,0.7800,3.38030,39596.0,15.08,240.0,0.78,131.10,1,q1_q17_dr25_tce,4315.00,4.627,0.6680,292.300690,38.402142,15.635
3534076,K01209.01,,CANDIDATE,CANDIDATE,,0,0,0,0,272.086835300,378.1372100,0.3629,2.71450,5572.0,5.95,251.0,0.93,21.50,,,5587.00,4.548,0.7910,288.314360,38.693291,15.166
3634051,K06103.01,Kepler-1981 b,CONFIRMED,CANDIDATE,0.0000,0,0,0,0,453.542120000,360.0617000,0.6330,17.02600,861.0,9.23,390.0,5.45,48.80,1,q1_q17_dr25_tce,5874.00,3.664,3.0060,287.975460,38.740280,13.436
3634051,K06103.02,,CANDIDATE,CANDIDATE,0.7550,0,0,0,0,122.805441600,179.3173200,1.3460,2.66300,313.0,118.62,602.0,31.11,10.60,2,q1_q17_dr25_tce,5874.00,3.664,3.0060,287.975460,38.740280,13.436
3756801,K01206.01,,CANDIDATE,CANDIDATE,,0,0,0,0,422.917678000,448.4964800,0.7887,31.27400,1367.7,5.89,292.0,1.73,61.70,,,5796.00,4.120,1.4440,293.954590,38.899971,13.642
4346339,K05057.01,,CANDIDATE,CANDIDATE,,0,0,0,0,493.742420000,149.1145000,0.2377,5.68500,506.1,7.15,358.0,3.90,12.40,1,q1_q16_tce,5015.00,3.429,3.2430,285.343290,39.413849,12.518
4820550,K03823.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,202.116817300,292.0506400,0.9060,4.68300,2701.2,5.80,286.0,1.59,56.30,1,q1_q17_dr25_tce,5536.00,4.498,0.9170,286.771450,39.983822,13.922
5094412,K05124.01,,CANDIDATE,CANDIDATE,0.0000,0,0,0,0,276.879492000,176.5215200,1.0450,3.77900,1762.0,11.67,260.0,1.08,10.40,1,q1_q17_dr25_tce,5324.00,4.396,0.9660,290.298400,40.287842,15.772
5110453,K05126.01,,CANDIDATE,CANDIDATE,,0,0,0,0,418.043550000,194.7139000,0.8391,10.77700,481.6,13.73,463.0,10.83,10.80,1,q1_q16_tce,5110.00,3.184,5.4690,294.848020,40.240879,13.637
5115688,K06526.01,,CANDIDATE,CANDIDATE,,0,0,0,0,486.778320000,529.0865000,0.1737,15.29000,370.8,9.30,409.0,6.60,10.40,1,q1_q17_dr24_tce,5039.00,3.295,4.9500,295.949250,40.247829,13.892
5181299,K05134.01,,CANDIDATE,CANDIDATE,,0,0,0,0,573.238260000,343.3130000,0.0078,2.64100,470.1,6.93,338.0,3.09,6.80,1,q1_q16_tce,5172.00,3.534,3.2640,290.099910,40.386581,13.815
5351250,K00408.01,Kepler-150 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.381980206,173.0726590,0.0960,3.11520,1433.8,3.42,876.0,138.88,101.60,1,q1_q17_dr25_tce,5559.00,4.470,0.9140,288.234100,40.520901,14.985
5351250,K00408.02,Kepler-150 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.560966180,166.7948300,0.0220,3.76470,923.1,2.74,734.0,68.49,55.10,2,q1_q17_dr25_tce,5559.00,4.470,0.9140,288.234100,40.520901,14.985
5351250,K00408.03,Kepler-150 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,30.826104300,153.0150300,0.9430,5.91400,742.2,3.18,544.0,20.68,32.30,3,q1_q17_dr25_tce,5559.00,4.470,0.9140,288.234100,40.520901,14.985
5351250,K00408.04,Kepler-150 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.428063060,132.3626800,0.0820,2.41700,178.4,1.21,1131.0,386.14,16.60,4,q1_q17_dr25_tce,5559.00,4.470,0.9140,288.234100,40.520901,14.985
5351250,K00408.05,,FALSE POSITIVE,FALSE POSITIVE,0.0050,1,0,0,0,93.803766000,170.5591600,0.6300,2.94600,460.1,2.05,375.0,4.69,8.60,5,q1_q17_dr25_tce,5559.00,4.470,0.9140,288.234100,40.520901,14.985
5437945,K03791.01,Kepler-460 b,CONFIRMED,CANDIDATE,0.0000,0,0,0,0,440.784375500,139.3535000,0.4240,21.69300,2579.0,7.23,308.0,2.14,181.00,1,q1_q17_dr25_tce,6340.00,4.163,1.3930,288.474850,40.651360,13.771
5437945,K03791.02,Kepler-460 c,CONFIRMED,CANDIDATE,0.9020,0,0,0,0,220.142913000,245.9413900,0.0230,19.52800,1796.4,5.94,389.0,5.40,121.20,2,q1_q17_dr25_tce,6340.00,4.163,1.3930,288.474850,40.651360,13.771
5792202,K00841.01,Kepler-27 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,15.335286750,174.0027800,0.7730,3.89700,3081.4,5.00,610.0,32.67,86.60,2,q1_q17_dr25_tce,5251.00,4.581,0.8170,292.236760,41.085880,15.855
5792202,K00841.02,Kepler-27 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,31.330461350,153.4303100,0.7980,5.17600,5073.8,6.50,481.0,12.61,117.20,1,q1_q17_dr25_tce,5251.00,4.581,0.8170,292.236760,41.085880,15.855
5792202,K00841.03,Kepler-27 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.546261490,133.8596400,0.6440,2.75000,655.9,2.19,810.0,101.78,24.80,3,q1_q17_dr25_tce,5251.00,4.581,0.8170,292.236760,41.085880,15.855
5792202,K00841.04,,CANDIDATE,CANDIDATE,0.0000,0,0,0,0,269.306232000,285.6272000,1.2190,14.93100,1708.0,24.00,235.0,0.72,18.10,4,q1_q17_dr25_tce,5251.00,4.581,0.8170,292.236760,41.085880,15.855
5792202,K00841.05,,CANDIDATE,CANDIDATE,0.0000,1,0,0,0,499.473380000,455.5672000,0.7930,12.24800,1662.0,3.71,191.0,0.31,15.70,5,q1_q17_dr25_tce,5251.00,4.581,0.8170,292.236760,41.085880,15.855
6191521,K00847.01,Kepler-700 b,CONFIRMED,CANDIDATE,0.9420,0,0,0,0,80.872346900,203.8950000,0.5270,11.19500,3604.6,7.59,452.0,9.88,160.90,1,q1_q17_dr25_tce,5510.00,4.222,1.2380,287.154300,41.565788,15.201
6372194,K05278.01,,CANDIDATE,CANDIDATE,0.9960,0,0,0,0,281.592157700,261.8178600,0.6410,5.67300,9312.0,7.22,225.0,0.61,76.00,1,q1_q17_dr25_tce,5330.00,4.627,0.7130,294.335940,41.747532,15.870
6443093,K05284.01,,CANDIDATE,CANDIDATE,0.9570,0,0,0,0,389.316341000,351.3604900,1.2020,5.49000,2599.8,27.61,245.0,0.86,34.70,1,q1_q17_dr25_tce,5731.00,4.440,0.9580,291.890350,41.816818,14.570
6517255,K05291.01,,CANDIDATE,CANDIDATE,,0,0,0,0,525.560452000,440.3336900,0.0878,2.32700,1196.0,12.74,359.0,3.92,10.90,1,q1_q16_tce,4954.00,3.408,3.7960,290.216060,41.954571,13.795
6867155,K00868.01,,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,235.998639900,208.3998220,0.7780,8.22840,20714.6,10.59,188.0,0.29,271.80,1,q1_q17_dr25_tce,4245.00,4.627,0.6570,293.007970,42.307201,15.172
6878240,K02681.01,Kepler-397 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,135.497825600,233.6923000,0.8040,6.76900,5038.1,6.01,295.0,1.80,73.20,1,q1_q17_dr25_tce,5307.00,4.572,0.7570,295.894100,42.380451,15.996
6878240,K02681.02,Kepler-397 b,CONFIRMED,CANDIDATE,0.9600,0,0,0,0,22.250850900,149.4332600,0.7710,1.74500,618.7,2.07,539.0,20.01,11.40,2,q1_q17_dr25_tce,5307.00,4.572,0.7570,295.894100,42.380451,15.996
7198587,K05369.01,,CANDIDATE,CANDIDATE,,0,0,0,0,651.358046000,213.1816200,0.0946,4.38400,570.8,14.58,411.0,6.75,11.00,1,q1_q16_tce,5122.00,3.172,6.2610,291.265840,42.739491,12.888
7282470,K05379.01,,CANDIDATE,CANDIDATE,,0,0,0,0,520.655224000,160.5611000,0.2674,12.94000,314.9,7.58,401.0,6.12,14.40,1,q1_q16_tce,5227.00,3.321,4.3130,291.922700,42.892921,12.518
7363829,K01356.01,,CANDIDATE,CANDIDATE,,0,0,0,0,384.025706820,335.8161690,,14.56000,,,,,,,,,,,292.119900,42.931679,15.206
7383840,K05385.01,,CANDIDATE,CANDIDATE,,0,0,0,0,331.709180000,312.6153000,78.4871,7.44000,3463.0,6815.75,221.0,0.56,9.50,1,q1_q16_tce,5282.00,4.565,0.8050,297.398560,42.991539,15.540
7619236,K00682.01,,CANDIDATE,CANDIDATE,,0,0,0,0,562.172591400,185.9685470,0.7801,9.88410,5877.8,10.90,241.0,0.80,208.40,,,5589.00,4.229,1.2890,295.198000,43.269508,13.916
7630229,K00683.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,278.124397900,177.5183100,0.8710,3.97800,2297.8,5.86,286.0,1.57,58.50,1,q1_q17_dr25_tce,5799.00,4.408,1.0500,297.824310,43.258381,13.714
7731281,K05416.01,Kepler-1628 b,CONFIRMED,CANDIDATE,0.0000,0,0,0,0,76.377855000,146.3485000,0.5770,4.80900,11004.0,6.28,240.0,0.78,38.60,1,q1_q17_dr25_tce,3869.00,4.674,0.5840,281.633700,43.411579,16.595
7811397,K01477.01,,CANDIDATE,CANDIDATE,0.9220,0,0,0,0,169.497608500,228.9999700,0.6250,7.77000,12192.0,9.06,272.0,1.29,82.80,1,q1_q17_dr25_tce,5270.00,4.592,0.7870,287.653960,43.505718,15.917
7917068,K05446.01,,CANDIDATE,CANDIDATE,,0,0,0,0,416.950400000,227.3920000,0.9542,4.02600,479.8,7.35,377.0,4.77,6.90,1,q1_q16_tce,5751.00,3.708,2.6110,299.341030,43.643162,12.692
8012732,K08151.01,,FALSE POSITIVE,FALSE POSITIVE,0.1030,1,0,0,0,431.517340000,391.6973200,0.7180,16.42000,5332.7,10.28,287.0,1.60,206.20,1,q1_q17_dr25_tce,6221.00,4.294,1.3120,284.729490,43.864216,13.922
8168509,K07589.01,,CANDIDATE,CANDIDATE,,0,0,0,0,414.450080000,318.0665000,0.9853,19.15000,729.5,7.01,364.0,4.17,19.00,1,q1_q17_dr24_tce,7037.00,4.136,1.6830,292.825900,44.098389,13.913
8240617,K02474.01,,CANDIDATE,CANDIDATE,,0,0,0,0,176.845697000,197.2779400,1.4653,3.81200,431.6,42.05,291.0,1.69,7.70,,,5592.00,4.541,0.7970,294.397490,44.124199,14.182
8800954,K01274.01,Kepler-421 b,CONFIRMED,CANDIDATE,,0,0,0,0,704.962626000,492.7717800,0.8495,18.00300,2319.1,4.53,178.0,0.24,96.10,,,5305.00,4.489,0.8180,283.256810,45.087780,13.354
9011955,K08279.01,,CANDIDATE,CANDIDATE,0.7020,0,0,0,0,367.089600000,178.6744000,1.2420,28.02000,2092.3,35.30,281.0,1.48,27.70,1,q1_q17_dr25_tce,6268.00,4.429,1.1000,287.867370,45.321289,15.267
9079767,K05610.01,,CANDIDATE,CANDIDATE,,0,0,0,0,495.404620000,241.0000000,2.3238,0.63000,904.0,152.21,248.0,0.90,5.50,1,q1_q16_tce,6225.00,4.450,1.0310,287.818150,45.404732,13.825
9147029,K05626.01,,CANDIDATE,CANDIDATE,,0,0,0,0,397.499229000,418.7619400,0.5839,8.01900,2629.7,6.57,293.0,1.73,34.80,1,q1_q16_tce,6423.00,4.370,1.2310,288.435820,45.519852,15.312
9214713,K00422.01,,CANDIDATE,CANDIDATE,0.0000,0,0,0,0,809.014188100,250.6342420,0.7170,8.30170,16311.3,14.38,216.0,0.51,212.90,1,q1_q17_dr25_tce,6230.00,4.397,1.0470,290.389830,45.665329,14.740
9363944,K05660.01,,CANDIDATE,CANDIDATE,,0,0,0,0,402.209690000,369.5086000,0.3779,5.29800,472.5,10.03,452.0,9.86,9.50,1,q1_q16_tce,4961.00,3.131,4.6490,299.035280,45.869289,13.660
9425139,K01411.01,,CANDIDATE,CANDIDATE,0.9950,0,0,0,0,305.076246900,294.0679400,0.6950,6.25500,4042.8,7.82,284.0,1.53,113.40,1,q1_q17_dr25_tce,5716.00,4.348,1.1550,298.995090,45.909512,13.377
9512981,K01466.01,,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,281.562888900,357.9965710,0.0000,8.85300,21012.0,10.83,214.0,0.49,237.10,1,q1_q17_dr25_tce,4810.00,4.536,0.7760,284.849880,46.138950,15.962
9663113,K00179.01,Kepler-458 c,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,20.740286450,142.8000300,0.4310,10.39390,1023.3,4.24,798.0,95.68,155.30,1,q1_q17_dr25_tce,6226.00,4.264,1.2990,297.045410,46.328701,13.955
9663113,K00179.02,Kepler-458 b,CONFIRMED,CANDIDATE,0.0000,0,0,0,0,572.376632000,306.5100600,0.7120,24.42000,1743.4,5.80,264.0,1.15,78.60,2,q1_q17_dr25_tce,6226.00,4.264,1.2990,297.045410,46.328701,13.955
9772531,K00950.01,,CANDIDATE,CANDIDATE,0.9930,0,0,0,0,31.201692472,183.4076137,0.0010,2.15663,34513.7,8.31,286.0,1.59,607.40,1,q1_q17_dr25_tce,3748.00,4.796,0.4490,292.657040,46.537338,15.798
